issue_response_time.Time,issue_response_time,issue_response_time.name
2017-06-01,157.85,electron_electron
2017-06-01,83.45,elementor_elementor
2017-06-01,260.02,envoyproxy_envoy
2017-06-01,25.68,espressif_espidf
2017-06-01,14.15,expo_expo
2017-06-01,27.88,facebook_react
2017-06-01,15.0,facebook_reactnative
2017-06-01,3.0,flathub_flathub
2017-06-01,108.53,flutter_flutter
2017-06-01,34.42,gatsbyjs_gatsby
2017-06-01,183.33,getsentry_sentry
2017-06-01,57.35,gogitea_gitea
2017-06-01,34.63,godotengine_godot
2017-06-01,38.8,golang_go
2017-06-01,151.59,gradle_gradle
2017-06-01,121.89,grafana_grafana
2017-06-01,106.44,gravitational_teleport
2017-06-01,121.44,grpc_grpc
2017-06-01,595.99,hashicorp_terraformprovideraws
2017-06-01,102.36,hashicorp_terraformproviderazurerm
2017-06-01,126.21,hashicorp_vault
2017-06-01,19.27,homeassistant_core
2017-06-01,11.14,homeassistant_frontend
2017-06-01,3.0,homeassistant_homeassistant.io
2017-06-01,0.22,Homebrew_homebrewcask
2017-06-01,32.62,Homebrew_homebrewcore
2017-06-01,52.04,influxdata_telegraf
2017-06-01,14.79,IntelRealSense_librealsense
2017-06-01,60.17,istio_istio
2017-06-01,284.1,jitsi_jitsimeet
2017-06-01,5.57,joomla_joomlacms
2017-06-01,110.14,JuliaLang_julia
2017-06-01,16.57,kubernetes_kubernetes
2017-06-01,17.21,kubernetes_minikube
2017-06-01,19.62,kubernetes_testinfra
2017-06-01,81.28,kubernetes_website
2017-06-01,40.27,kubevirt_kubevirt
2017-06-01,5.86,laravel_framework
2017-06-01,13.52,magento_magento2
2017-06-01,18.54,MarlinFirmware_Marlin
2017-06-01,192.48,mastodon_mastodon
2017-06-01,138.29,matplotlib_matplotlib
2017-06-01,396.37,matrixorg_synapse
2017-06-01,194.48,metabase_metabase
2017-06-01,48.92,MetaMask_metamaskextension
2017-06-01,266.16,microsoft_fluentui
2017-06-01,87.35,microsoft_TypeScript
2017-06-01,98.06,microsoft_vcpkg
2017-06-01,53.25,microsoft_vscode
2017-06-01,53.51,microsoft_WSL
2017-06-01,503.5,microsoftgraph_microsoftgraphdocs
2017-06-01,42.48,mrdoob_three.js
2017-06-01,74.98,mui_materialui
2017-06-01,101.07,neovim_neovim
2017-06-01,52.91,nextcloud_server
2017-06-01,121.0,NixOS_nixpkgs
2017-06-01,11.05,nodejs_node
2017-06-01,44.75,odoo_odoo
2017-06-01,168.77,opencv_opencv
2017-06-01,142.06,openhab_openhabaddons
2017-06-01,2.82,openjournals_jossreviews
2017-06-01,4.0,openshift_openshiftdocs
2017-06-01,6.33,openssl_openssl
2017-06-01,1089.54,openwrt_openwrt
2017-06-01,13.43,oppia_oppia
2017-06-01,62.62,PaddlePaddle_Paddle
2017-06-01,35.41,pandasdev_pandas
2017-06-01,124.36,pingcap_tidb
2017-06-01,1.28,postmanlabs_postmanappsupport
2017-06-01,203.95,PowerShell_PowerShell
2017-06-01,32.48,ppy_osu
2017-06-01,165.97,prusa3d_PrusaSlicer
2017-06-01,49.81,pytorch_pytorch
2017-06-01,170.17,qbittorrent_qBittorrent
2017-06-01,71.15,qmk_qmk_firmware
2017-06-01,39.73,rails_rails
2017-06-01,143.09,rancher_rancher
2017-06-01,29.51,rapid7_metasploitframework
2017-06-01,125.84,rayproject_ray
2017-06-01,327.3,redis_redis
2017-06-01,308.75,Regalis11_Barotrauma
2017-06-01,217.86,renovatebot_renovate
2017-06-01,205.3,RocketChat_Rocket.Chat
2017-06-01,5.28,RPCS3_rpcs3
2017-06-01,111.5,rustlang_rust
2017-06-01,47.66,scikitlearn_scikitlearn
2017-06-01,219.8,scipy_scipy
2017-06-01,224.4,sourcegraph_sourcegraph
2017-06-01,126.47,spack_spack
2017-06-01,87.52,spyderide_spyder
2017-06-01,78.8,storybookjs_storybook
2017-06-01,49.67,strapi_strapi
2017-06-01,40.45,symfony_symfony
2017-06-01,130.52,systemd_systemd
2017-06-01,34.17,tachiyomiorg_tachiyomi
2017-06-01,121.08,tachiyomiorg_tachiyomiextensions
2017-06-01,2.33,TeamNewPipe_NewPipe
2017-06-01,13.64,tensorflow_tensorflow
2017-06-01,176.49,termux_termuxpackages
2017-06-01,121.94,tgstation_tgstation
2017-06-01,2.92,uBlockOrigin_uAssets
2017-06-01,5.98,Ultimaker_Cura
2017-06-01,5.61,vercel_next.js
2017-06-01,97.02,webcompat_webbugs
2017-06-01,2.14,woocommerce_woocommerce
2017-06-01,13.96,WordPress_gutenberg
2017-06-01,87.6,zephyrprojectrtos_zephyr
2017-06-01,137.63,ziglang_zig
2017-06-01,5.29,zulip_zulip
2017-07-01,9.83,AdguardTeam_AdguardFilters
2017-07-01,66.51,angular_angular
2017-07-01,61.57,angular_components
2017-07-01,103.64,ankidroid_AnkiAndroid
2017-07-01,14.57,ansible_ansible
2017-07-01,1.29,antdesign_antdesign
2017-07-01,165.38,apache_hudi
2017-07-01,45.11,apache_pulsar
2017-07-01,1.93,apache_shardingsphere
2017-07-01,284.27,apache_superset
2017-07-01,89.03,ArduPilot_ardupilot
2017-07-01,144.85,Automattic_jetpack
2017-07-01,237.26,Automattic_wpcalypso
2017-07-01,89.57,azerothcore_azerothcorewotlk
2017-07-01,264.62,Azure_azurecli
2017-07-01,85.36,Azure_azurepowershell
2017-07-01,75.94,Azure_azurerestapispecs
2017-07-01,301.09,Azure_azuresdkforjava
2017-07-01,160.97,Azure_azuresdkfornet
2017-07-01,1.0,Azure_azuresdkforpython
2017-07-01,36.17,bioconda_biocondarecipes
2017-07-01,3.62,bitcoin_bitcoin
2017-07-01,3.0,bitnami_charts
2017-07-01,0.05,ccxt_ccxt
2017-07-01,160.64,cilium_cilium
2017-07-01,44.97,CleverRaven_CataclysmDDA
2017-07-01,219.71,ClickHouse_ClickHouse
2017-07-01,0.0,cmssw_cmssw
2017-07-01,137.81,cockroachdb_cockroach
2017-07-01,302.86,condaforge_stagedrecipes
2017-07-01,131.77,cypressio_cypress
2017-07-01,101.93,dbeaver_dbeaver
2017-07-01,329.22,DefinitelyTyped_DefinitelyTyped
2017-07-01,37.74,desktop_desktop
2017-07-01,0.98,directus_directus
2017-07-01,146.38,docker_docs
2017-07-01,17.75,dotnet_aspnetcore
2017-07-01,106.03,dotnet_AspNetCore.Docs
2017-07-01,156.3,dotnet_docs
2017-07-01,59.29,dotnet_efcore
2017-07-01,396.81,dotnet_roslyn
2017-07-01,15.03,elastic_elasticsearch
2017-07-01,249.87,elastic_kibana
2017-07-01,92.96,electron_electron
2017-07-01,49.25,elementor_elementor
2017-07-01,587.18,envoyproxy_envoy
2017-07-01,54.66,espressif_espidf
2017-07-01,20.15,expo_expo
2017-07-01,6.49,facebook_react
2017-07-01,39.1,facebook_reactnative
2017-07-01,9.0,flathub_flathub
2017-07-01,142.5,flutter_flutter
2017-07-01,41.61,gatsbyjs_gatsby
2017-07-01,184.07,getsentry_sentry
2017-07-01,174.53,gogitea_gitea
2017-07-01,51.42,godotengine_godot
2017-07-01,64.65,golang_go
2017-07-01,220.08,gradle_gradle
2017-07-01,107.3,grafana_grafana
2017-07-01,37.64,gravitational_teleport
2017-07-01,207.5,grpc_grpc
2017-07-01,236.6,hashicorp_terraformprovideraws
2017-07-01,41.58,hashicorp_terraformproviderazurerm
2017-07-01,38.47,hashicorp_vault
2017-07-01,15.34,homeassistant_core
2017-07-01,28.22,homeassistant_frontend
2017-07-01,3.92,homeassistant_homeassistant.io
2017-07-01,0.18,Homebrew_homebrewcask
2017-07-01,0.82,Homebrew_homebrewcore
2017-07-01,76.83,influxdata_telegraf
2017-07-01,16.2,IntelRealSense_librealsense
2017-07-01,86.59,istio_istio
2017-07-01,120.1,jitsi_jitsimeet
2017-07-01,9.7,joomla_joomlacms
2017-07-01,81.31,JuliaLang_julia
2017-07-01,11.19,kubernetes_kubernetes
2017-07-01,23.13,kubernetes_minikube
2017-07-01,32.33,kubernetes_testinfra
2017-07-01,74.26,kubernetes_website
2017-07-01,38.0,kubevirt_kubevirt
2017-07-01,1.18,laravel_framework
2017-07-01,29.8,magento_magento2
2017-07-01,38.92,MarlinFirmware_Marlin
2017-07-01,206.6,mastodon_mastodon
2017-07-01,202.35,matplotlib_matplotlib
2017-07-01,574.19,matrixorg_synapse
2017-07-01,291.09,metabase_metabase
2017-07-01,54.79,MetaMask_metamaskextension
2017-07-01,292.84,microsoft_fluentui
2017-07-01,74.87,microsoft_TypeScript
2017-07-01,125.29,microsoft_vcpkg
2017-07-01,78.11,microsoft_vscode
2017-07-01,45.13,microsoft_WSL
2017-07-01,81.27,microsoftgraph_microsoftgraphdocs
2017-07-01,80.96,mrdoob_three.js
2017-07-01,39.46,mui_materialui
2017-07-01,38.08,neovim_neovim
2017-07-01,97.73,nextcloud_server
2017-07-01,120.31,NixOS_nixpkgs
2017-07-01,4.03,nodejs_node
2017-07-01,82.74,odoo_odoo
2017-07-01,249.8,opencv_opencv
2017-07-01,157.87,openhab_openhabaddons
2017-07-01,2.43,openjournals_jossreviews
2017-07-01,123.35,openshift_openshiftdocs
2017-07-01,0.0,openshift_release
2017-07-01,110.37,openssl_openssl
2017-07-01,634.83,openwrt_openwrt
2017-07-01,122.48,oppia_oppia
2017-07-01,74.97,PaddlePaddle_Paddle
2017-07-01,33.9,pandasdev_pandas
2017-07-01,223.86,pingcap_tidb
2017-07-01,4.55,postmanlabs_postmanappsupport
2017-07-01,234.34,PowerShell_PowerShell
2017-07-01,53.31,ppy_osu
2017-07-01,59.02,prusa3d_PrusaSlicer
2017-07-01,22.74,pytorch_pytorch
2017-07-01,306.41,qbittorrent_qBittorrent
2017-07-01,46.5,qmk_qmk_firmware
2017-07-01,68.51,rails_rails
2017-07-01,130.88,rancher_rancher
2017-07-01,164.78,rapid7_metasploitframework
2017-07-01,16.04,rayproject_ray
2017-07-01,477.87,redis_redis
2017-07-01,262.69,Regalis11_Barotrauma
2017-07-01,203.26,renovatebot_renovate
2017-07-01,148.44,RocketChat_Rocket.Chat
2017-07-01,13.52,RPCS3_rpcs3
2017-07-01,163.32,rustlang_rust
2017-07-01,68.23,scikitlearn_scikitlearn
2017-07-01,55.16,scipy_scipy
2017-07-01,196.4,sourcegraph_sourcegraph
2017-07-01,201.21,spack_spack
2017-07-01,17.75,spyderide_spyder
2017-07-01,153.88,storybookjs_storybook
2017-07-01,1.0,strapi_strapi
2017-07-01,12.49,symfony_symfony
2017-07-01,113.13,systemd_systemd
2017-07-01,15.91,tachiyomiorg_tachiyomi
2017-07-01,115.55,tachiyomiorg_tachiyomiextensions
2017-07-01,22.92,TeamNewPipe_NewPipe
2017-07-01,14.79,tensorflow_tensorflow
2017-07-01,84.86,termux_termuxpackages
2017-07-01,70.08,tgstation_tgstation
2017-07-01,18.4,uBlockOrigin_uAssets
2017-07-01,3.78,Ultimaker_Cura
2017-07-01,7.83,vercel_next.js
2017-07-01,50.33,webcompat_webbugs
2017-07-01,18.55,woocommerce_woocommerce
2017-07-01,32.03,WordPress_gutenberg
2017-07-01,66.11,zephyrprojectrtos_zephyr
2017-07-01,248.25,ziglang_zig
2017-07-01,0.31,zulip_zulip
2017-08-01,57.55,AdguardTeam_AdguardFilters
2017-08-01,108.32,angular_angular
2017-08-01,70.22,angular_components
2017-08-01,5.1,ankidroid_AnkiAndroid
2017-08-01,22.67,ansible_ansible
2017-08-01,1.27,antdesign_antdesign
2017-08-01,158.04,apache_doris
2017-08-01,81.14,apache_hudi
2017-08-01,129.14,apache_pulsar
2017-08-01,0.21,apache_shardingsphere
2017-08-01,160.94,apache_superset
2017-08-01,0.6,apache_tvm
2017-08-01,176.06,ArduPilot_ardupilot
2017-08-01,226.34,Automattic_jetpack
2017-08-01,191.52,Automattic_wpcalypso
2017-08-01,228.23,azerothcore_azerothcorewotlk
2017-08-01,84.16,Azure_azurecli
2017-08-01,200.55,Azure_azurepowershell
2017-08-01,306.4,Azure_azurerestapispecs
2017-08-01,170.37,Azure_azuresdkforjava
2017-08-01,76.39,Azure_azuresdkfornet
2017-08-01,0.44,Azure_azuresdkforpython
2017-08-01,43.68,bioconda_biocondarecipes
2017-08-01,21.46,bitcoin_bitcoin
2017-08-01,0.09,ccxt_ccxt
2017-08-01,211.12,cilium_cilium
2017-08-01,20.13,CleverRaven_CataclysmDDA
2017-08-01,139.08,ClickHouse_ClickHouse
2017-08-01,0.0,cmssw_cmssw
2017-08-01,97.43,cockroachdb_cockroach
2017-08-01,82.86,condaforge_stagedrecipes
2017-08-01,72.5,cypressio_cypress
2017-08-01,253.96,dbeaver_dbeaver
2017-08-01,304.6,DefinitelyTyped_DefinitelyTyped
2017-08-01,3.47,desktop_desktop
2017-08-01,0.71,directus_directus
2017-08-01,39.76,docker_docs
2017-08-01,11.98,dotnet_aspnetcore
2017-08-01,64.5,dotnet_AspNetCore.Docs
2017-08-01,213.95,dotnet_docs
2017-08-01,69.32,dotnet_efcore
2017-08-01,221.52,dotnet_roslyn
2017-08-01,23.11,elastic_elasticsearch
2017-08-01,235.66,elastic_kibana
2017-08-01,127.01,electron_electron
2017-08-01,95.81,elementor_elementor
2017-08-01,531.85,envoyproxy_envoy
2017-08-01,35.52,espressif_espidf
2017-08-01,30.91,expo_expo
2017-08-01,42.04,facebook_react
2017-08-01,83.7,facebook_reactnative
2017-08-01,0.0,firstcontributions_firstcontributions
2017-08-01,0.25,flathub_flathub
2017-08-01,136.98,flutter_flutter
2017-08-01,40.91,gatsbyjs_gatsby
2017-08-01,278.4,getsentry_sentry
2017-08-01,73.72,gogitea_gitea
2017-08-01,40.73,godotengine_godot
2017-08-01,37.97,golang_go
2017-08-01,168.8,gradle_gradle
2017-08-01,95.06,grafana_grafana
2017-08-01,386.08,gravitational_teleport
2017-08-01,207.87,grpc_grpc
2017-08-01,215.03,hashicorp_terraformprovideraws
2017-08-01,124.95,hashicorp_terraformproviderazurerm
2017-08-01,103.78,hashicorp_vault
2017-08-01,19.04,homeassistant_core
2017-08-01,154.52,homeassistant_frontend
2017-08-01,177.33,homeassistant_homeassistant.io
2017-08-01,34.16,Homebrew_homebrewcask
2017-08-01,1.02,Homebrew_homebrewcore
2017-08-01,55.42,influxdata_telegraf
2017-08-01,6.0,IntelRealSense_librealsense
2017-08-01,15.13,istio_istio
2017-08-01,301.31,jitsi_jitsimeet
2017-08-01,24.58,joomla_joomlacms
2017-08-01,94.47,JuliaLang_julia
2017-08-01,7.45,kubernetes_kubernetes
2017-08-01,17.29,kubernetes_minikube
2017-08-01,12.57,kubernetes_testinfra
2017-08-01,11.8,kubernetes_website
2017-08-01,77.59,kubevirt_kubevirt
2017-08-01,22.49,laravel_framework
2017-08-01,0.0,leanprovercommunity_mathlib
2017-08-01,20.43,magento_magento2
2017-08-01,62.86,MarlinFirmware_Marlin
2017-08-01,204.73,mastodon_mastodon
2017-08-01,14.06,matplotlib_matplotlib
2017-08-01,361.64,matrixorg_synapse
2017-08-01,164.97,metabase_metabase
2017-08-01,0.33,MetaMask_ethphishingdetect
2017-08-01,82.17,MetaMask_metamaskextension
2017-08-01,326.79,microsoft_fluentui
2017-08-01,171.0,microsoft_terminal
2017-08-01,78.79,microsoft_TypeScript
2017-08-01,53.71,microsoft_vcpkg
2017-08-01,55.72,microsoft_vscode
2017-08-01,1.62,microsoft_WSL
2017-08-01,347.5,microsoftgraph_microsoftgraphdocs
2017-08-01,18.93,mrdoob_three.js
2017-08-01,28.97,mui_materialui
2017-08-01,76.49,neovim_neovim
2017-08-01,35.75,nextcloud_server
2017-08-01,152.38,NixOS_nixpkgs
2017-08-01,16.4,nodejs_node
2017-08-01,127.83,odoo_odoo
2017-08-01,177.01,opencv_opencv
2017-08-01,196.88,openhab_openhabaddons
2017-08-01,5.7,openjournals_jossreviews
2017-08-01,210.25,openshift_openshiftdocs
2017-08-01,67.5,openshift_release
2017-08-01,24.98,openssl_openssl
2017-08-01,1424.25,openwrt_openwrt
2017-08-01,70.64,oppia_oppia
2017-08-01,86.83,PaddlePaddle_Paddle
2017-08-01,34.22,pandasdev_pandas
2017-08-01,155.25,pingcap_tidb
2017-08-01,15.64,postmanlabs_postmanappsupport
2017-08-01,279.18,PowerShell_PowerShell
2017-08-01,1.89,ppy_osu
2017-08-01,96.0,prusa3d_PrusaSlicer
2017-08-01,45.01,pytorch_pytorch
2017-08-01,261.4,qbittorrent_qBittorrent
2017-08-01,92.34,qmk_qmk_firmware
2017-08-01,85.92,rails_rails
2017-08-01,170.74,rancher_rancher
2017-08-01,178.38,rapid7_metasploitframework
2017-08-01,86.52,rayproject_ray
2017-08-01,440.15,redis_redis
2017-08-01,0.0,Regalis11_Barotrauma
2017-08-01,355.38,renovatebot_renovate
2017-08-01,238.94,RocketChat_Rocket.Chat
2017-08-01,37.13,RPCS3_rpcs3
2017-08-01,106.61,rustlang_rust
2017-08-01,5.3,scikitlearn_scikitlearn
2017-08-01,92.88,scipy_scipy
2017-08-01,72.5,sourcegraph_sourcegraph
2017-08-01,282.37,spack_spack
2017-08-01,0.81,spyderide_spyder
2017-08-01,137.47,storybookjs_storybook
2017-08-01,26.67,strapi_strapi
2017-08-01,30.1,symfony_symfony
2017-08-01,123.55,systemd_systemd
2017-08-01,161.48,tachiyomiorg_tachiyomi
2017-08-01,49.27,tachiyomiorg_tachiyomiextensions
2017-08-01,36.21,TeamNewPipe_NewPipe
2017-08-01,10.84,tensorflow_tensorflow
2017-08-01,155.09,termux_termuxpackages
2017-08-01,28.82,tgstation_tgstation
2017-08-01,0.1,uBlockOrigin_uAssets
2017-08-01,24.28,Ultimaker_Cura
2017-08-01,18.6,vercel_next.js
2017-08-01,11.17,webcompat_webbugs
2017-08-01,32.78,woocommerce_woocommerce
2017-08-01,28.5,WordPress_gutenberg
2017-08-01,36.78,zephyrprojectrtos_zephyr
2017-08-01,261.0,ziglang_zig
2017-08-01,3.44,zulip_zulip
2017-09-01,8.86,AdguardTeam_AdguardFilters
2017-09-01,108.81,angular_angular
2017-09-01,41.86,angular_components
2017-09-01,236.09,ankidroid_AnkiAndroid
2017-09-01,256.11,ansible_ansible
2017-09-01,1.16,antdesign_antdesign
2017-09-01,0.0,apache_arrow
2017-09-01,5.89,apache_doris
2017-09-01,239.6,apache_hudi
2017-09-01,92.33,apache_pulsar
2017-09-01,1.23,apache_shardingsphere
2017-09-01,118.12,apache_superset
2017-09-01,16.7,apache_tvm
2017-09-01,155.85,ArduPilot_ardupilot
2017-09-01,342.95,Automattic_jetpack
2017-09-01,184.8,Automattic_wpcalypso
2017-09-01,131.63,azerothcore_azerothcorewotlk
2017-09-01,194.65,Azure_azurecli
2017-09-01,153.31,Azure_azurepowershell
2017-09-01,247.55,Azure_azurerestapispecs
2017-09-01,5.13,Azure_azuresdkforjava
2017-09-01,168.58,Azure_azuresdkfornet
2017-09-01,1.1,Azure_azuresdkforpython
2017-09-01,7.93,bioconda_biocondarecipes
2017-09-01,86.02,bitcoin_bitcoin
2017-09-01,0.0,bitnami_charts
2017-09-01,0.03,ccxt_ccxt
2017-09-01,156.32,cilium_cilium
2017-09-01,130.53,CleverRaven_CataclysmDDA
2017-09-01,41.29,ClickHouse_ClickHouse
2017-09-01,0.0,cmssw_cmssw
2017-09-01,157.06,cockroachdb_cockroach
2017-09-01,479.23,condaforge_stagedrecipes
2017-09-01,0.59,coolsnowwolf_lede
2017-09-01,148.43,cypressio_cypress
2017-09-01,50.61,dbeaver_dbeaver
2017-09-01,384.76,DefinitelyTyped_DefinitelyTyped
2017-09-01,69.94,desktop_desktop
2017-09-01,3.52,directus_directus
2017-09-01,42.36,docker_docs
2017-09-01,4.45,dotnet_aspnetcore
2017-09-01,15.56,dotnet_AspNetCore.Docs
2017-09-01,128.21,dotnet_docs
2017-09-01,39.01,dotnet_efcore
2017-09-01,359.89,dotnet_roslyn
2017-09-01,30.71,elastic_elasticsearch
2017-09-01,273.23,elastic_kibana
2017-09-01,95.89,electron_electron
2017-09-01,87.09,elementor_elementor
2017-09-01,178.8,envoyproxy_envoy
2017-09-01,55.66,espressif_espidf
2017-09-01,29.72,expo_expo
2017-09-01,6.44,facebook_react
2017-09-01,100.46,facebook_reactnative
2017-09-01,0.0,firstcontributions_firstcontributions
2017-09-01,1.17,flathub_flathub
2017-09-01,129.28,flutter_flutter
2017-09-01,17.87,gatsbyjs_gatsby
2017-09-01,308.35,getsentry_sentry
2017-09-01,177.69,gogitea_gitea
2017-09-01,69.43,godotengine_godot
2017-09-01,29.6,golang_go
2017-09-01,203.32,gradle_gradle
2017-09-01,57.19,grafana_grafana
2017-09-01,211.52,gravitational_teleport
2017-09-01,282.36,grpc_grpc
2017-09-01,331.99,hashicorp_terraformprovideraws
2017-09-01,143.98,hashicorp_terraformproviderazurerm
2017-09-01,81.69,hashicorp_vault
2017-09-01,30.4,homeassistant_core
2017-09-01,5.75,homeassistant_frontend
2017-09-01,3.1,homeassistant_homeassistant.io
2017-09-01,59.76,Homebrew_homebrewcask
2017-09-01,1.48,Homebrew_homebrewcore
2017-09-01,35.21,influxdata_telegraf
2017-09-01,1.64,IntelRealSense_librealsense
2017-09-01,95.97,istio_istio
2017-09-01,329.03,jitsi_jitsimeet
2017-09-01,12.21,joomla_joomlacms
2017-09-01,81.01,JuliaLang_julia
2017-09-01,7.59,kubernetes_kubernetes
2017-09-01,31.81,kubernetes_minikube
2017-09-01,11.35,kubernetes_testinfra
2017-09-01,55.64,kubernetes_website
2017-09-01,23.23,kubevirt_kubevirt
2017-09-01,9.37,laravel_framework
2017-09-01,4.18,magento_magento2
2017-09-01,12.71,MarlinFirmware_Marlin
2017-09-01,157.73,mastodon_mastodon
2017-09-01,137.76,matplotlib_matplotlib
2017-09-01,368.82,matrixorg_synapse
2017-09-01,218.84,metabase_metabase
2017-09-01,0.13,MetaMask_ethphishingdetect
2017-09-01,75.93,MetaMask_metamaskextension
2017-09-01,250.13,microsoft_fluentui
2017-09-01,1.0,microsoft_terminal
2017-09-01,102.77,microsoft_TypeScript
2017-09-01,54.97,microsoft_vcpkg
2017-09-01,56.15,microsoft_vscode
2017-09-01,91.12,microsoft_WSL
2017-09-01,209.97,microsoftgraph_microsoftgraphdocs
2017-09-01,7.37,mrdoob_three.js
2017-09-01,8.01,mui_materialui
2017-09-01,82.07,neovim_neovim
2017-09-01,118.0,nextcloud_desktop
2017-09-01,63.93,nextcloud_server
2017-09-01,95.33,NixOS_nixpkgs
2017-09-01,7.49,nodejs_node
2017-09-01,43.0,nrwl_nx
2017-09-01,120.78,odoo_odoo
2017-09-01,107.94,opencv_opencv
2017-09-01,127.96,openhab_openhabaddons
2017-09-01,4.9,openjournals_jossreviews
2017-09-01,698.5,openshift_openshiftdocs
2017-09-01,19.23,openshift_release
2017-09-01,132.39,openssl_openssl
2017-09-01,1371.67,openwrt_openwrt
2017-09-01,16.18,oppia_oppia
2017-09-01,150.97,PaddlePaddle_Paddle
2017-09-01,36.96,pandasdev_pandas
2017-09-01,189.38,pingcap_tidb
2017-09-01,26.5,postmanlabs_postmanappsupport
2017-09-01,207.02,PowerShell_PowerShell
2017-09-01,15.23,ppy_osu
2017-09-01,20.18,prusa3d_PrusaSlicer
2017-09-01,65.23,pytorch_pytorch
2017-09-01,263.17,qbittorrent_qBittorrent
2017-09-01,22.82,qmk_qmk_firmware
2017-09-01,152.98,rails_rails
2017-09-01,95.8,rancher_rancher
2017-09-01,43.55,rapid7_metasploitframework
2017-09-01,86.55,rayproject_ray
2017-09-01,539.38,redis_redis
2017-09-01,401.67,Regalis11_Barotrauma
2017-09-01,419.49,renovatebot_renovate
2017-09-01,259.35,RocketChat_Rocket.Chat
2017-09-01,33.64,RPCS3_rpcs3
2017-09-01,157.78,rustlang_rust
2017-09-01,4.72,scikitlearn_scikitlearn
2017-09-01,93.38,scipy_scipy
2017-09-01,2.0,sourcegraph_sourcegraph
2017-09-01,172.59,spack_spack
2017-09-01,21.22,spyderide_spyder
2017-09-01,38.02,storybookjs_storybook
2017-09-01,14.67,strapi_strapi
2017-09-01,20.91,symfony_symfony
2017-09-01,69.56,systemd_systemd
2017-09-01,36.16,tachiyomiorg_tachiyomi
2017-09-01,72.67,tachiyomiorg_tachiyomiextensions
2017-09-01,122.42,TeamNewPipe_NewPipe
2017-09-01,5.54,tensorflow_tensorflow
2017-09-01,61.52,termux_termuxpackages
2017-09-01,58.34,tgstation_tgstation
2017-09-01,2.95,uBlockOrigin_uAssets
2017-09-01,19.02,Ultimaker_Cura
2017-09-01,18.71,vercel_next.js
2017-09-01,18.05,webcompat_webbugs
2017-09-01,1.57,woocommerce_woocommerce
2017-09-01,18.72,WordPress_gutenberg
2017-09-01,91.14,zephyrprojectrtos_zephyr
2017-09-01,59.53,ziglang_zig
2017-09-01,20.88,zulip_zulip
2017-10-01,15.1,AdguardTeam_AdguardFilters
2017-10-01,70.98,angular_angular
2017-10-01,63.82,angular_components
2017-10-01,1170.83,ankidroid_AnkiAndroid
2017-10-01,19.91,ansible_ansible
2017-10-01,11.69,antdesign_antdesign
2017-10-01,283.0,apache_arrow
2017-10-01,1999.0,apache_doris
2017-10-01,316.67,apache_hudi
2017-10-01,118.83,apache_pulsar
2017-10-01,93.52,apache_shardingsphere
2017-10-01,112.72,apache_superset
2017-10-01,0.8,apache_tvm
2017-10-01,123.15,ArduPilot_ardupilot
2017-10-01,300.55,Automattic_jetpack
2017-10-01,239.53,Automattic_wpcalypso
2017-10-01,99.86,azerothcore_azerothcorewotlk
2017-10-01,172.97,Azure_azurecli
2017-10-01,57.09,Azure_azurepowershell
2017-10-01,468.19,Azure_azurerestapispecs
2017-10-01,264.13,Azure_azuresdkforjava
2017-10-01,148.33,Azure_azuresdkfornet
2017-10-01,0.18,Azure_azuresdkforpython
2017-10-01,47.1,bioconda_biocondarecipes
2017-10-01,1.52,bitcoin_bitcoin
2017-10-01,15.2,ccxt_ccxt
2017-10-01,286.65,cilium_cilium
2017-10-01,87.2,CleverRaven_CataclysmDDA
2017-10-01,94.97,ClickHouse_ClickHouse
2017-10-01,0.0,cmssw_cmssw
2017-10-01,127.2,cockroachdb_cockroach
2017-10-01,89.0,condaforge_stagedrecipes
2017-10-01,375.23,coolsnowwolf_lede
2017-10-01,105.49,cypressio_cypress
2017-10-01,0.5,DataDog_datadogagent
2017-10-01,162.08,dbeaver_dbeaver
2017-10-01,171.56,DefinitelyTyped_DefinitelyTyped
2017-10-01,45.21,desktop_desktop
2017-10-01,5.26,directus_directus
2017-10-01,46.59,docker_docs
2017-10-01,9.65,dotnet_aspnetcore
2017-10-01,100.97,dotnet_AspNetCore.Docs
2017-10-01,159.58,dotnet_docs
2017-10-01,121.96,dotnet_efcore
2017-10-01,372.12,dotnet_roslyn
2017-10-01,26.19,elastic_elasticsearch
2017-10-01,249.29,elastic_kibana
2017-10-01,84.57,electron_electron
2017-10-01,88.83,elementor_elementor
2017-10-01,63.15,envoyproxy_envoy
2017-10-01,49.42,espressif_espidf
2017-10-01,45.21,expo_expo
2017-10-01,15.58,facebook_react
2017-10-01,127.49,facebook_reactnative
2017-10-01,2.48,firstcontributions_firstcontributions
2017-10-01,1.86,flathub_flathub
2017-10-01,181.49,flutter_flutter
2017-10-01,26.93,gatsbyjs_gatsby
2017-10-01,221.1,getsentry_sentry
2017-10-01,73.47,gogitea_gitea
2017-10-01,34.91,godotengine_godot
2017-10-01,56.2,golang_go
2017-10-01,154.04,gradle_gradle
2017-10-01,107.61,grafana_grafana
2017-10-01,242.9,gravitational_teleport
2017-10-01,176.63,grpc_grpc
2017-10-01,210.42,hashicorp_terraformprovideraws
2017-10-01,35.64,hashicorp_terraformproviderazurerm
2017-10-01,69.57,hashicorp_vault
2017-10-01,19.15,homeassistant_core
2017-10-01,130.83,homeassistant_frontend
2017-10-01,333.89,homeassistant_homeassistant.io
