active_dates_and_times.Time,active_dates_and_times,active_dates_and_times.name
2018-02-01,473.0,zephyrprojectrtos_zephyr
2018-02-01,254.0,zerotomastery_starthereguidelines
2018-02-01,335.0,ziglang_zig
2018-02-01,411.0,zulip_zulip
2018-03-01,565.0,AdguardTeam_AdguardFilters
2018-03-01,469.0,angular_angular
2018-03-01,413.0,angular_components
2018-03-01,160.0,ankidroid_AnkiAndroid
2018-03-01,458.0,ansible_ansible
2018-03-01,461.0,antdesign_antdesign
2018-03-01,541.0,apache_airflow
2018-03-01,184.0,apache_arrow
2018-03-01,293.0,apache_beam
2018-03-01,106.0,apache_doris
2018-03-01,363.0,apache_flink
2018-03-01,143.0,apache_hudi
2018-03-01,322.0,apache_pulsar
2018-03-01,350.0,apache_shardingsphere
2018-03-01,751.0,apache_spark
2018-03-01,522.0,apache_superset
2018-03-01,345.0,apache_tvm
2018-03-01,552.0,apple_swift
2018-03-01,508.0,ArduPilot_ardupilot
2018-03-01,194.0,argoproj_argocd
2018-03-01,352.0,Automattic_jetpack
2018-03-01,570.0,Automattic_wpcalypso
2018-03-01,214.0,azerothcore_azerothcorewotlk
2018-03-01,340.0,Azure_azurecli
2018-03-01,331.0,Azure_azurepowershell
2018-03-01,273.0,Azure_azurerestapispecs
2018-03-01,126.0,Azure_azuresdkforjava
2018-03-01,96.0,Azure_azuresdkfornet
2018-03-01,98.0,Azure_azuresdkforpython
2018-03-01,321.0,bioconda_biocondarecipes
2018-03-01,635.0,bitcoin_bitcoin
2018-03-01,26.0,bitnami_charts
2018-03-01,57.0,brave_bravebrowser
2018-03-01,77.0,brave_bravecore
2018-03-01,646.0,ccxt_ccxt
2018-03-01,374.0,ceph_ceph
2018-03-01,399.0,cilium_cilium
2018-03-01,415.0,CleverRaven_CataclysmDDA
2018-03-01,427.0,ClickHouse_ClickHouse
2018-03-01,429.0,cmssw_cmssw
2018-03-01,420.0,cockroachdb_cockroach
2018-03-01,463.0,condaforge_stagedrecipes
2018-03-01,224.0,containers_podman
2018-03-01,261.0,coolsnowwolf_lede
2018-03-01,432.0,cypressio_cypress
2018-03-01,160.0,darktableorg_darktable
2018-03-01,279.0,DataDog_datadogagent
2018-03-01,438.0,dbeaver_dbeaver
2018-03-01,321.0,DefinitelyTyped_DefinitelyTyped
2018-03-01,183.0,demisto_content
2018-03-01,464.0,desktop_desktop
2018-03-01,107.0,directus_directus
2018-03-01,237.0,docker_docs
2018-03-01,203.0,dotnet_aspnetcore
2018-03-01,446.0,dotnet_AspNetCore.Docs
2018-03-01,353.0,dotnet_docs
2018-03-01,281.0,dotnet_efcore
2018-03-01,285.0,dotnet_roslyn
2018-03-01,529.0,elastic_elasticsearch
2018-03-01,327.0,elastic_kibana
2018-03-01,737.0,electron_electron
2018-03-01,351.0,elementor_elementor
2018-03-01,447.0,envoyproxy_envoy
2018-03-01,504.0,espressif_espidf
2018-03-01,266.0,expo_expo
2018-03-01,922.0,facebook_react
2018-03-01,710.0,facebook_reactnative
2018-03-01,557.0,firstcontributions_firstcontributions
2018-03-01,272.0,flathub_flathub
2018-03-01,224.0,flutter_engine
2018-03-01,754.0,flutter_flutter
2018-03-01,278.0,flutter_plugins
2018-03-01,586.0,gatsbyjs_gatsby
2018-03-01,550.0,gentoo_gentoo
2018-03-01,254.0,getsentry_sentry
2018-03-01,435.0,gogitea_gitea
2018-03-01,540.0,godotengine_godot
2018-03-01,539.0,golang_go
2018-03-01,399.0,gradle_gradle
2018-03-01,431.0,grafana_grafana
2018-03-01,236.0,gravitational_teleport
2018-03-01,531.0,grpc_grpc
2018-03-01,305.0,hashicorp_terraformprovideraws
2018-03-01,227.0,hashicorp_terraformproviderazurerm
2018-03-01,222.0,hashicorp_vault
2018-03-01,197.0,homeassistant_core
2018-03-01,263.0,homeassistant_frontend
2018-03-01,342.0,homeassistant_homeassistant.io
2018-03-01,345.0,Homebrew_homebrewcask
2018-03-01,510.0,Homebrew_homebrewcore
2018-03-01,377.0,influxdata_telegraf
2018-03-01,291.0,IntelRealSense_librealsense
2018-03-01,424.0,istio_istio
2018-03-01,172.0,JetBrains_swot
2018-03-01,285.0,jitsi_jitsimeet
2018-03-01,142.0,jlord_patchwork
2018-03-01,261.0,joomla_joomlacms
2018-03-01,536.0,JuliaLang_julia
2018-03-01,198.0,JuliaRegistries_General
2018-03-01,177.0,Kaiserreich_Kaiserreich4
2018-03-01,222.0,keycloak_keycloak
2018-03-01,766.0,kubernetes_kubernetes
2018-03-01,677.0,kubernetes_minikube
2018-03-01,389.0,kubernetes_testinfra
2018-03-01,336.0,kubernetes_website
2018-03-01,204.0,kubevirt_kubevirt
2018-03-01,445.0,laravel_framework
2018-03-01,115.0,leanprovercommunity_mathlib
2018-03-01,304.0,macports_macportsports
2018-03-01,470.0,magento_magento2
2018-03-01,690.0,MarlinFirmware_Marlin
2018-03-01,637.0,mastodon_mastodon
2018-03-01,502.0,matplotlib_matplotlib
2018-03-01,224.0,matrixorg_synapse
2018-03-01,256.0,mattermost_mattermostwebapp
2018-03-01,424.0,metabase_metabase
2018-03-01,233.0,MetaMask_ethphishingdetect
2018-03-01,364.0,MetaMask_metamaskextension
2018-03-01,253.0,microsoft_azuredatastudio
2018-03-01,385.0,microsoft_fluentui
2018-03-01,208.0,microsoft_terminal
2018-03-01,437.0,microsoft_TypeScript
2018-03-01,618.0,microsoft_vcpkg
2018-03-01,699.0,microsoft_vscode
2018-03-01,696.0,microsoft_WSL
2018-03-01,413.0,MicrosoftDocs_azuredocs
2018-03-01,81.0,MicrosoftDocs_microsoft365docs
2018-03-01,174.0,MicrosoftDocs_msteamsdocs
2018-03-01,248.0,microsoftgraph_microsoftgraphdocs
2018-03-01,27.0,mozillamobile_fenix
2018-03-01,649.0,mrdoob_three.js
2018-03-01,290.0,mui_materialui
2018-03-01,428.0,neovim_neovim
2018-03-01,134.0,nextcloud_desktop
2018-03-01,461.0,nextcloud_server
2018-03-01,703.0,NixOS_nixpkgs
2018-03-01,658.0,nodejs_node
2018-03-01,293.0,nrwl_nx
2018-03-01,565.0,obsproject_obsstudio
2018-03-01,290.0,odoo_odoo
2018-03-01,513.0,opencv_opencv
2018-03-01,325.0,openhab_openhabaddons
2018-03-01,309.0,openjournals_jossreviews
2018-03-01,345.0,openshift_openshiftdocs
2018-03-01,151.0,openshift_release
2018-03-01,573.0,openssl_openssl
2018-03-01,462.0,openwrt_openwrt
2018-03-01,430.0,oppia_oppia
2018-03-01,207.0,PaddlePaddle_Paddle
2018-03-01,375.0,pandasdev_pandas
2018-03-01,552.0,php_phpsrc
2018-03-01,483.0,pingcap_tidb
2018-03-01,177.0,postmanlabs_postmanappsupport
2018-03-01,311.0,PowerShell_PowerShell
2018-03-01,371.0,ppy_osu
2018-03-01,196.0,PrestaShop_PrestaShop
2018-03-01,204.0,prusa3d_PrusaSlicer
2018-03-01,567.0,python_cpython
2018-03-01,502.0,pytorch_pytorch
2018-03-01,348.0,qbittorrent_qBittorrent
2018-03-01,373.0,qgis_QGIS
2018-03-01,168.0,qmk_qmk_firmware
2018-03-01,507.0,rails_rails
2018-03-01,469.0,rancher_rancher
2018-03-01,406.0,rapid7_metasploitframework
2018-03-01,424.0,rayproject_ray
2018-03-01,309.0,redis_redis
2018-03-01,316.0,Regalis11_Barotrauma
2018-03-01,399.0,renovatebot_renovate
2018-03-01,352.0,RocketChat_Rocket.Chat
2018-03-01,286.0,RPCS3_rpcs3
2018-03-01,321.0,rstudio_rstudio
2018-03-01,694.0,rustlang_rust
2018-03-01,608.0,scikitlearn_scikitlearn
2018-03-01,494.0,scipy_scipy
2018-03-01,276.0,solanalabs_solana
2018-03-01,76.0,sourcegraph_sourcegraph
2018-03-01,375.0,spack_spack
2018-03-01,372.0,spyderide_spyder
2018-03-01,581.0,storybookjs_storybook
2018-03-01,473.0,strapi_strapi
2018-03-01,369.0,symfony_symfony
2018-03-01,355.0,systemd_systemd
2018-03-01,358.0,tachiyomiorg_tachiyomi
2018-03-01,176.0,tachiyomiorg_tachiyomiextensions
2018-03-01,303.0,TeamNewPipe_NewPipe
2018-03-01,549.0,tensorflow_tensorflow
2018-03-01,314.0,termux_termuxpackages
2018-03-01,553.0,tgstation_tgstation
2018-03-01,421.0,uBlockOrigin_uAssets
2018-03-01,300.0,Ultimaker_Cura
2018-03-01,380.0,vercel_next.js
2018-03-01,417.0,webcompat_webbugs
2018-03-01,372.0,woocommerce_woocommerce
2018-03-01,414.0,WordPress_gutenberg
2018-03-01,293.0,xamarin_xamarinmacios
2018-03-01,501.0,xbmc_xbmc
2018-03-01,344.0,yuzuemu_yuzu
2018-03-01,436.0,zephyrprojectrtos_zephyr
2018-03-01,293.0,zerotomastery_starthereguidelines
2018-03-01,379.0,ziglang_zig
2018-03-01,302.0,zulip_zulip
2018-04-01,493.0,AdguardTeam_AdguardFilters
2018-04-01,481.0,angular_angular
2018-04-01,289.0,angular_components
2018-04-01,125.0,ankidroid_AnkiAndroid
2018-04-01,604.0,ansible_ansible
2018-04-01,389.0,antdesign_antdesign
2018-04-01,398.0,apache_airflow
2018-04-01,460.0,apache_arrow
2018-04-01,288.0,apache_beam
2018-04-01,114.0,apache_doris
2018-04-01,277.0,apache_flink
2018-04-01,122.0,apache_hudi
2018-04-01,206.0,apache_pulsar
2018-04-01,322.0,apache_shardingsphere
2018-04-01,664.0,apache_spark
2018-04-01,20.0,apache_superset
2018-04-01,257.0,apache_tvm
2018-04-01,544.0,apple_swift
2018-04-01,464.0,ArduPilot_ardupilot
2018-04-01,201.0,argoproj_argocd
2018-04-01,336.0,Automattic_jetpack
2018-04-01,468.0,Automattic_wpcalypso
2018-04-01,248.0,azerothcore_azerothcorewotlk
2018-04-01,263.0,Azure_azurecli
2018-04-01,294.0,Azure_azurepowershell
2018-04-01,270.0,Azure_azurerestapispecs
2018-04-01,110.0,Azure_azuresdkforjava
2018-04-01,226.0,Azure_azuresdkfornet
2018-04-01,77.0,Azure_azuresdkforpython
2018-04-01,271.0,bioconda_biocondarecipes
2018-04-01,611.0,bitcoin_bitcoin
2018-04-01,188.0,bitnami_charts
2018-04-01,184.0,brave_bravebrowser
2018-04-01,206.0,brave_bravecore
2018-04-01,603.0,ccxt_ccxt
2018-04-01,436.0,ceph_ceph
2018-04-01,490.0,cilium_cilium
2018-04-01,442.0,CleverRaven_CataclysmDDA
2018-04-01,237.0,ClickHouse_ClickHouse
2018-04-01,463.0,cmssw_cmssw
2018-04-01,382.0,cockroachdb_cockroach
2018-04-01,394.0,condaforge_stagedrecipes
2018-04-01,223.0,containers_podman
2018-04-01,239.0,coolsnowwolf_lede
2018-04-01,461.0,cypressio_cypress
2018-04-01,132.0,darktableorg_darktable
2018-04-01,325.0,DataDog_datadogagent
2018-04-01,407.0,dbeaver_dbeaver
2018-04-01,392.0,DefinitelyTyped_DefinitelyTyped
2018-04-01,291.0,demisto_content
2018-04-01,396.0,desktop_desktop
2018-04-01,173.0,directus_directus
2018-04-01,268.0,docker_docs
2018-04-01,129.0,dotnet_aspnetcore
2018-04-01,414.0,dotnet_AspNetCore.Docs
2018-04-01,238.0,dotnet_docs
2018-04-01,306.0,dotnet_efcore
2018-04-01,144.0,dotnet_roslyn
2018-04-01,444.0,elastic_elasticsearch
2018-04-01,467.0,elastic_kibana
2018-04-01,653.0,electron_electron
2018-04-01,311.0,elementor_elementor
2018-04-01,328.0,envoyproxy_envoy
2018-04-01,474.0,espressif_espidf
2018-04-01,385.0,expo_expo
2018-04-01,820.0,facebook_react
2018-04-01,557.0,facebook_reactnative
2018-04-01,216.0,firstcontributions_firstcontributions
2018-04-01,255.0,flathub_flathub
2018-04-01,250.0,flutter_engine
2018-04-01,669.0,flutter_flutter
2018-04-01,179.0,flutter_plugins
2018-04-01,554.0,gatsbyjs_gatsby
2018-04-01,688.0,gentoo_gentoo
2018-04-01,279.0,getsentry_sentry
2018-04-01,19.0,gitpodio_gitpod
2018-04-01,562.0,gogitea_gitea
2018-04-01,457.0,godotengine_godot
2018-04-01,521.0,golang_go
2018-04-01,416.0,gradle_gradle
2018-04-01,438.0,grafana_grafana
2018-04-01,228.0,gravitational_teleport
2018-04-01,499.0,grpc_grpc
2018-04-01,311.0,hashicorp_terraformprovideraws
2018-04-01,304.0,hashicorp_terraformproviderazurerm
2018-04-01,341.0,hashicorp_vault
2018-04-01,696.0,homeassistant_core
2018-04-01,380.0,homeassistant_frontend
2018-04-01,216.0,homeassistant_homeassistant.io
2018-04-01,275.0,Homebrew_homebrewcask
2018-04-01,530.0,Homebrew_homebrewcore
2018-04-01,300.0,influxdata_telegraf
2018-04-01,351.0,IntelRealSense_librealsense
2018-04-01,460.0,istio_istio
2018-04-01,149.0,JetBrains_swot
2018-04-01,445.0,jitsi_jitsimeet
2018-04-01,344.0,jlord_patchwork
2018-04-01,478.0,joomla_joomlacms
2018-04-01,331.0,JuliaLang_julia
2018-04-01,125.0,JuliaRegistries_General
2018-04-01,258.0,Kaiserreich_Kaiserreich4
2018-04-01,290.0,keycloak_keycloak
2018-04-01,122.0,Koenkk_zigbee2mqtt
2018-04-01,774.0,kubernetes_kubernetes
2018-04-01,514.0,kubernetes_minikube
2018-04-01,282.0,kubernetes_testinfra
2018-04-01,347.0,kubernetes_website
2018-04-01,200.0,kubevirt_kubevirt
2018-04-01,338.0,laravel_framework
2018-04-01,186.0,leanprovercommunity_mathlib
2018-04-01,339.0,macports_macportsports
2018-04-01,410.0,magento_magento2
2018-04-01,825.0,MarlinFirmware_Marlin
2018-04-01,399.0,mastodon_mastodon
2018-04-01,368.0,matplotlib_matplotlib
2018-04-01,211.0,matrixorg_synapse
2018-04-01,363.0,mattermost_mattermostwebapp
2018-04-01,362.0,metabase_metabase
2018-04-01,179.0,MetaMask_ethphishingdetect
2018-04-01,254.0,MetaMask_metamaskextension
2018-04-01,209.0,microsoft_azuredatastudio
2018-04-01,224.0,microsoft_fluentui
2018-04-01,129.0,microsoft_terminal
2018-04-01,447.0,microsoft_TypeScript
2018-04-01,428.0,microsoft_vcpkg
2018-04-01,569.0,microsoft_vscode
2018-04-01,421.0,microsoft_WSL
2018-04-01,371.0,MicrosoftDocs_azuredocs
2018-04-01,90.0,MicrosoftDocs_microsoft365docs
2018-04-01,170.0,MicrosoftDocs_msteamsdocs
2018-04-01,247.0,microsoftgraph_microsoftgraphdocs
2018-04-01,43.0,mozillamobile_fenix
2018-04-01,600.0,mrdoob_three.js
2018-04-01,421.0,mui_materialui
2018-04-01,358.0,neovim_neovim
2018-04-01,196.0,nextcloud_desktop
2018-04-01,287.0,nextcloud_server
2018-04-01,705.0,NixOS_nixpkgs
2018-04-01,818.0,nodejs_node
2018-04-01,176.0,nrwl_nx
2018-04-01,99.0,obsproject_obsstudio
2018-04-01,354.0,odoo_odoo
2018-04-01,390.0,opencv_opencv
2018-04-01,280.0,openhab_openhabaddons
2018-04-01,242.0,openjournals_jossreviews
2018-04-01,262.0,openshift_openshiftdocs
2018-04-01,153.0,openshift_release
2018-04-01,418.0,openssl_openssl
2018-04-01,190.0,openwrt_openwrt
2018-04-01,367.0,oppia_oppia
2018-04-01,259.0,PaddlePaddle_Paddle
2018-04-01,486.0,pandasdev_pandas
2018-04-01,391.0,php_phpsrc
2018-04-01,271.0,pingcap_tidb
2018-04-01,245.0,postmanlabs_postmanappsupport
2018-04-01,440.0,PowerShell_PowerShell
2018-04-01,314.0,ppy_osu
2018-04-01,246.0,PrestaShop_PrestaShop
2018-04-01,240.0,prusa3d_PrusaSlicer
2018-04-01,437.0,python_cpython
2018-04-01,537.0,pytorch_pytorch
2018-04-01,533.0,qbittorrent_qBittorrent
2018-04-01,343.0,qgis_QGIS
2018-04-01,410.0,qmk_qmk_firmware
2018-04-01,645.0,rails_rails
2018-04-01,521.0,rancher_rancher
2018-04-01,499.0,rapid7_metasploitframework
2018-04-01,558.0,rayproject_ray
2018-04-01,521.0,redis_redis
2018-04-01,364.0,Regalis11_Barotrauma
2018-04-01,371.0,renovatebot_renovate
2018-04-01,258.0,RocketChat_Rocket.Chat
2018-04-01,409.0,RPCS3_rpcs3
2018-04-01,252.0,rstudio_rstudio
2018-04-01,722.0,rustlang_rust
2018-04-01,555.0,scikitlearn_scikitlearn
2018-04-01,442.0,scipy_scipy
2018-04-01,194.0,solanalabs_solana
2018-04-01,106.0,sourcegraph_sourcegraph
2018-04-01,256.0,spack_spack
2018-04-01,207.0,spyderide_spyder
2018-04-01,496.0,storybookjs_storybook
2018-04-01,341.0,strapi_strapi
2018-04-01,494.0,symfony_symfony
2018-04-01,381.0,systemd_systemd
2018-04-01,165.0,tachiyomiorg_tachiyomi
2018-04-01,236.0,tachiyomiorg_tachiyomiextensions
2018-04-01,456.0,TeamNewPipe_NewPipe
2018-04-01,420.0,tensorflow_tensorflow
2018-04-01,245.0,termux_termuxpackages
2018-04-01,640.0,tgstation_tgstation
2018-04-01,380.0,uBlockOrigin_uAssets
2018-04-01,292.0,Ultimaker_Cura
2018-04-01,410.0,vercel_next.js
2018-04-01,381.0,webcompat_webbugs
2018-04-01,280.0,woocommerce_woocommerce
2018-04-01,523.0,WordPress_gutenberg
2018-04-01,335.0,xamarin_xamarinmacios
2018-04-01,431.0,xbmc_xbmc
2018-04-01,281.0,yuzuemu_yuzu
2018-04-01,482.0,zephyrprojectrtos_zephyr
2018-04-01,312.0,zerotomastery_starthereguidelines
2018-04-01,404.0,ziglang_zig
2018-04-01,415.0,zulip_zulip
2018-05-01,582.0,AdguardTeam_AdguardFilters
2018-05-01,298.0,angular_angular
2018-05-01,409.0,angular_components
2018-05-01,237.0,ankidroid_AnkiAndroid
2018-05-01,610.0,ansible_ansible
2018-05-01,545.0,antdesign_antdesign
2018-05-01,439.0,apache_airflow
2018-05-01,361.0,apache_arrow
2018-05-01,349.0,apache_beam
2018-05-01,90.0,apache_doris
2018-05-01,291.0,apache_flink
2018-05-01,154.0,apache_hudi
2018-05-01,362.0,apache_pulsar
2018-05-01,348.0,apache_shardingsphere
2018-05-01,664.0,apache_spark
2018-05-01,449.0,apache_superset
2018-05-01,201.0,apache_tvm
2018-05-01,441.0,apple_swift
2018-05-01,515.0,ArduPilot_ardupilot
2018-05-01,252.0,argoproj_argocd
2018-05-01,339.0,Automattic_jetpack
2018-05-01,459.0,Automattic_wpcalypso
2018-05-01,310.0,azerothcore_azerothcorewotlk
2018-05-01,202.0,Azure_azurecli
2018-05-01,277.0,Azure_azurepowershell
2018-05-01,297.0,Azure_azurerestapispecs
2018-05-01,113.0,Azure_azuresdkforjava
2018-05-01,170.0,Azure_azuresdkfornet
2018-05-01,165.0,Azure_azuresdkforpython
2018-05-01,383.0,bioconda_biocondarecipes
2018-05-01,671.0,bitcoin_bitcoin
2018-05-01,101.0,bitnami_charts
2018-05-01,147.0,brave_bravebrowser
2018-05-01,231.0,brave_bravecore
2018-05-01,576.0,ccxt_ccxt
2018-05-01,471.0,ceph_ceph
2018-05-01,442.0,cilium_cilium
2018-05-01,596.0,CleverRaven_CataclysmDDA
2018-05-01,396.0,ClickHouse_ClickHouse
2018-05-01,459.0,cmssw_cmssw
2018-05-01,343.0,cockroachdb_cockroach
2018-05-01,549.0,condaforge_stagedrecipes
2018-05-01,286.0,containers_podman
2018-05-01,229.0,coolsnowwolf_lede
2018-05-01,386.0,cypressio_cypress
2018-05-01,222.0,darktableorg_darktable
2018-05-01,343.0,DataDog_datadogagent
2018-05-01,390.0,dbeaver_dbeaver
2018-05-01,492.0,DefinitelyTyped_DefinitelyTyped
2018-05-01,328.0,demisto_content
2018-05-01,56.0,denoland_deno
2018-05-01,52.0,departmentofveteransaffairs_va.govteam
2018-05-01,584.0,desktop_desktop
2018-05-01,266.0,directus_directus
2018-05-01,203.0,docker_docs
2018-05-01,415.0,dotnet_aspnetcore
2018-05-01,376.0,dotnet_AspNetCore.Docs
2018-05-01,369.0,dotnet_docs
2018-05-01,344.0,dotnet_efcore
2018-05-01,413.0,dotnet_roslyn
2018-05-01,504.0,elastic_elasticsearch
2018-05-01,436.0,elastic_kibana
2018-05-01,572.0,electron_electron
2018-05-01,122.0,elementor_elementor
2018-05-01,439.0,envoyproxy_envoy
2018-05-01,389.0,espressif_espidf
2018-05-01,10.0,ethereum_ethereumorgwebsite
2018-05-01,321.0,expo_expo
2018-05-01,636.0,facebook_react
2018-05-01,633.0,facebook_reactnative
2018-05-01,451.0,firstcontributions_firstcontributions
2018-05-01,371.0,flathub_flathub
2018-05-01,316.0,flutter_engine
2018-05-01,453.0,flutter_flutter
2018-05-01,469.0,flutter_plugins
2018-05-01,406.0,gatsbyjs_gatsby
2018-05-01,491.0,gentoo_gentoo
2018-05-01,274.0,getsentry_sentry
2018-05-01,44.0,gitpodio_gitpod
2018-05-01,550.0,gogitea_gitea
2018-05-01,542.0,godotengine_godot
2018-05-01,718.0,golang_go
2018-05-01,459.0,gradle_gradle
2018-05-01,371.0,grafana_grafana
2018-05-01,162.0,gravitational_teleport
2018-05-01,156.0,grpc_grpc
2018-05-01,232.0,hashicorp_terraformprovideraws
2018-05-01,324.0,hashicorp_terraformproviderazurerm
2018-05-01,312.0,hashicorp_vault
2018-05-01,191.0,homeassistant_core
2018-05-01,278.0,homeassistant_frontend
2018-05-01,195.0,homeassistant_homeassistant.io
2018-05-01,299.0,Homebrew_homebrewcask
2018-05-01,346.0,Homebrew_homebrewcore
2018-05-01,383.0,influxdata_telegraf
2018-05-01,343.0,IntelRealSense_librealsense
2018-05-01,485.0,istio_istio
2018-05-01,193.0,JetBrains_swot
2018-05-01,234.0,jitsi_jitsimeet
2018-05-01,266.0,jlord_patchwork
2018-05-01,555.0,joomla_joomlacms
2018-05-01,525.0,JuliaLang_julia
2018-05-01,164.0,JuliaRegistries_General
2018-05-01,205.0,Kaiserreich_Kaiserreich4
2018-05-01,147.0,keycloak_keycloak
2018-05-01,395.0,Koenkk_zigbee2mqtt
2018-05-01,781.0,kubernetes_kubernetes
2018-05-01,541.0,kubernetes_minikube
2018-05-01,292.0,kubernetes_testinfra
2018-05-01,302.0,kubernetes_website
2018-05-01,203.0,kubevirt_kubevirt
2018-05-01,297.0,laravel_framework
2018-05-01,147.0,leanprovercommunity_mathlib
2018-05-01,376.0,macports_macportsports
2018-05-01,546.0,magento_magento2
2018-05-01,600.0,MarlinFirmware_Marlin
2018-05-01,460.0,mastodon_mastodon
2018-05-01,473.0,matplotlib_matplotlib
2018-05-01,250.0,matrixorg_synapse
2018-05-01,188.0,mattermost_mattermostwebapp
2018-05-01,399.0,metabase_metabase
2018-05-01,240.0,MetaMask_ethphishingdetect
2018-05-01,346.0,MetaMask_metamaskextension
2018-05-01,179.0,microsoft_azuredatastudio
2018-05-01,285.0,microsoft_fluentui
2018-05-01,260.0,microsoft_terminal
2018-05-01,408.0,microsoft_TypeScript
2018-05-01,316.0,microsoft_vcpkg
2018-05-01,607.0,microsoft_vscode
2018-05-01,164.0,microsoft_WSL
2018-05-01,353.0,MicrosoftDocs_azuredocs
2018-05-01,56.0,MicrosoftDocs_microsoft365docs
2018-05-01,106.0,MicrosoftDocs_msteamsdocs
2018-05-01,303.0,microsoftgraph_microsoftgraphdocs
2018-05-01,52.0,mozillamobile_fenix
2018-05-01,223.0,mrdoob_three.js
2018-05-01,674.0,mui_materialui
2018-05-01,442.0,neovim_neovim
2018-05-01,273.0,nextcloud_desktop
2018-05-01,258.0,nextcloud_server
2018-05-01,697.0,NixOS_nixpkgs
2018-05-01,676.0,nodejs_node
2018-05-01,130.0,nrwl_nx
2018-05-01,331.0,obsproject_obsstudio
2018-05-01,349.0,odoo_odoo
2018-05-01,391.0,OpenAPITools_openapigenerator
2018-05-01,586.0,opencv_opencv
2018-05-01,254.0,openhab_openhabaddons
2018-05-01,211.0,openjournals_jossreviews
2018-05-01,237.0,openshift_openshiftdocs
2018-05-01,209.0,openshift_release
2018-05-01,488.0,openssl_openssl
2018-05-01,367.0,openwrt_openwrt
2018-05-01,405.0,oppia_oppia
2018-05-01,180.0,PaddlePaddle_Paddle
2018-05-01,409.0,pandasdev_pandas
2018-05-01,667.0,php_phpsrc
2018-05-01,352.0,pingcap_tidb
2018-05-01,281.0,postmanlabs_postmanappsupport
2018-05-01,537.0,PowerShell_PowerShell
2018-05-01,353.0,ppy_osu
2018-05-01,246.0,PrestaShop_PrestaShop
2018-05-01,257.0,prusa3d_PrusaSlicer
2018-05-01,680.0,python_cpython
2018-05-01,604.0,pytorch_pytorch
2018-05-01,324.0,qbittorrent_qBittorrent
2018-05-01,341.0,qgis_QGIS
2018-05-01,380.0,qmk_qmk_firmware
2018-05-01,534.0,rails_rails
2018-05-01,379.0,rancher_rancher
2018-05-01,470.0,rapid7_metasploitframework
2018-05-01,477.0,rayproject_ray
2018-05-01,440.0,redis_redis
2018-05-01,133.0,Regalis11_Barotrauma
2018-05-01,523.0,renovatebot_renovate
2018-05-01,398.0,RocketChat_Rocket.Chat
2018-05-01,443.0,RPCS3_rpcs3
2018-05-01,260.0,rstudio_rstudio
2018-05-01,626.0,rustlang_rust
2018-05-01,367.0,scikitlearn_scikitlearn
2018-05-01,360.0,scipy_scipy
2018-05-01,200.0,solanalabs_solana
2018-05-01,108.0,sourcegraph_sourcegraph
2018-05-01,370.0,spack_spack
2018-05-01,284.0,spyderide_spyder
2018-05-01,713.0,storybookjs_storybook
2018-05-01,313.0,strapi_strapi
2018-05-01,451.0,symfony_symfony
2018-05-01,287.0,systemd_systemd
2018-05-01,273.0,tachiyomiorg_tachiyomi
2018-05-01,141.0,tachiyomiorg_tachiyomiextensions
2018-05-01,413.0,TeamNewPipe_NewPipe
2018-05-01,323.0,tensorflow_tensorflow
2018-05-01,435.0,termux_termuxpackages
2018-05-01,518.0,tgstation_tgstation
2018-05-01,337.0,uBlockOrigin_uAssets
2018-05-01,256.0,Ultimaker_Cura
2018-05-01,358.0,vercel_next.js
2018-05-01,330.0,webcompat_webbugs
2018-05-01,295.0,woocommerce_woocommerce
2018-05-01,436.0,WordPress_gutenberg
2018-05-01,303.0,xamarin_xamarinmacios
2018-05-01,415.0,xbmc_xbmc
2018-05-01,252.0,yuzuemu_yuzu
2018-05-01,502.0,zephyrprojectrtos_zephyr
2018-05-01,371.0,zerotomastery_starthereguidelines
2018-05-01,207.0,ziglang_zig
2018-05-01,404.0,zulip_zulip
2018-06-01,457.0,AdguardTeam_AdguardFilters
2018-06-01,100.0,alibaba_nacos
2018-06-01,570.0,angular_angular
2018-06-01,269.0,angular_components
2018-06-01,238.0,ankidroid_AnkiAndroid
2018-06-01,540.0,ansible_ansible
2018-06-01,474.0,antdesign_antdesign
2018-06-01,359.0,apache_airflow
2018-06-01,383.0,apache_arrow
2018-06-01,329.0,apache_beam
2018-06-01,140.0,apache_doris
2018-06-01,329.0,apache_flink
2018-06-01,58.0,apache_hudi
2018-06-01,270.0,apache_pulsar
2018-06-01,284.0,apache_shardingsphere
2018-06-01,359.0,apache_spark
2018-06-01,386.0,apache_superset
2018-06-01,309.0,apache_tvm
2018-06-01,436.0,apple_swift
2018-06-01,386.0,ArduPilot_ardupilot
2018-06-01,218.0,argoproj_argocd
2018-06-01,311.0,Automattic_jetpack
2018-06-01,473.0,Automattic_wpcalypso
2018-06-01,332.0,azerothcore_azerothcorewotlk
2018-06-01,205.0,Azure_azurecli
2018-06-01,251.0,Azure_azurepowershell
2018-06-01,221.0,Azure_azurerestapispecs
2018-06-01,142.0,Azure_azuresdkforjava
2018-06-01,255.0,Azure_azuresdkfornet
2018-06-01,91.0,Azure_azuresdkforpython
2018-06-01,415.0,bioconda_biocondarecipes
2018-06-01,614.0,bitcoin_bitcoin
2018-06-01,64.0,bitnami_charts
2018-06-01,265.0,brave_bravebrowser
2018-06-01,185.0,brave_bravecore
2018-06-01,619.0,ccxt_ccxt
